Angle,20,30,40,50,60,70
5.51724137931035,0.140697,0.188766,0.257998,0.327701,0.397121,0.461034
5.86206896551724,0.133717,0.179853,0.243943,0.310987,0.37684,0.437017
6.20689655172414,0.125403,0.170325,0.230921,0.29459,0.355248,0.413887
6.55172413793103,0.116186,0.159745,0.215257,0.277299,0.33339,0.388414
6.89655172413793,0.10819,0.149769,0.200394,0.25995,0.311359,0.363969
7.24137931034483,0.100913,0.139697,0.185198,0.240932,0.28809,0.337017
7.58620689655172,0.0933613,0.128495,0.170312,0.223498,0.265544,0.311912
7.93103448275862,0.0863033,0.117922,0.155659,0.204649,0.244322,0.287474
8.27586206896552,0.0791052,0.108207,0.142463,0.187169,0.223629,0.263215
8.62068965517241,0.0721127,0.0983583,0.127628,0.168444,0.201657,0.238925
8.96551724137931,0.0654721,0.0878767,0.11443,0.150318,0.181008,0.215106
9.31034482758621,0.0580868,0.0777252,0.100828,0.13296,0.15891,0.191112
9.6551724137931,0.0508108,0.0674655,0.0881114,0.115858,0.137473,0.167427
10.0,0.0442669,0.0575055,0.0770344,0.0996297,0.118275,0.145421
12.5,0.0101085,0.0139425,0.0198179,0.0241681,0.0286826,0.0349661
15.0,0.0017108,0.00279137,0.00328586,0.00414625,0.00466518,0.00873204
20.0,4.73524e-05,6.39206e-05,0.000133322,0.000240833,0.000778483,0.00517992
25.0,9.03746e-07,2.30656e-06,1.61998e-05,4.20865e-05,0.000763453,0.00830951
30.0,2.19845e-07,1.64673e-06,4.29115e-06,7.2224e-05,0.000761936,0.00768492
35.0,3.20474e-07,6.8172e-07,1.81489e-06,5.01817e-05,0.000853882,0.00713123
40.0,1.33437e-07,2.56898e-07,1.91072e-06,4.11154e-05,0.000831223,0.00808575
45.0,5.82903e-08,1.741e-07,1.98286e-06,5.40977e-05,0.000682544,0.00770163
50.0,2.7407e-08,2.38002e-07,1.69977e-06,3.57861e-05,0.000710493,0.00666294
55.0,1.73091e-08,1.28776e-07,8.98113e-07,4.14634e-05,0.00058314,0.00612318
60.0,1.96506e-08,6.76585e-08,8.22643e-07,2.67875e-05,0.000510216,0.00547877
